loss,num_output_loss,suit_output_loss,num_output_accuracy,suit_output_accuracy,val_loss,val_num_output_loss,val_suit_output_loss,val_num_output_accuracy,val_suit_output_accuracy,lr,epoch
0.8734778165817261,0.5567929744720459,0.4871017038822174,0.8212394118309021,0.8095868825912476,0.734359860420227,0.5236554145812988,0.27512872219085693,0.83984375,0.8984375,1e-04,13
0.7915868759155273,0.49362167716026306,0.44963502883911133,0.8413665294647217,0.8295815587043762,0.7074524164199829,0.5122298002243042,0.2441423088312149,0.83984375,0.9140625,1e-04,14
0.7553906440734863,0.4628845453262329,0.43870455026626587,0.8514300584793091,0.8313029408454895,0.6006504893302917,0.4278748035430908,0.1992349624633789,0.859375,0.9296875,1e-04,15
0.672583281993866,0.40202414989471436,0.394788533449173,0.8734109997749329,0.8448092937469482,0.5913865566253662,0.4193248152732849,0.19778084754943848,0.87109375,0.9140625,1e-04,16
0.6210870146751404,0.35410794615745544,0.38760504126548767,0.8833421468734741,0.8502383232116699,0.6633570194244385,0.46433085203170776,0.2516915202140808,0.8671875,0.90234375,1e-04,17
0.5800210237503052,0.331554651260376,0.3505624234676361,0.8940678238868713,0.8670550584793091,0.6238755583763123,0.46511584520339966,0.17114442586898804,0.87109375,0.94140625,1e-04,18
0.5442332029342651,0.306219220161438,0.3296475112438202,0.9004237055778503,0.8763241767883301,0.6253644227981567,0.4440683126449585,0.21620576083660126,0.87109375,0.921875,1e-04,19
0.498536080121994,0.2685322165489197,0.3136183023452759,0.9167107939720154,0.883209764957428,0.5877472162246704,0.399142861366272,0.23081347346305847,0.8828125,0.9140625,1e-04,20
0.48439788818359375,0.25899308919906616,0.3044138252735138,0.9148569703102112,0.8889036178588867,0.5127933621406555,0.3477843701839447,0.18362270295619965,0.90234375,0.93359375,1e-04,21
0.45178481936454773,0.23224537074565887,0.29268503189086914,0.9263771176338196,0.8907574415206909,0.4855031967163086,0.32937657833099365,0.16586151719093323,0.8828125,0.94140625,1e-04,22
0.4254891574382782,0.21687395870685577,0.27083829045295715,0.930349588394165,0.8961864113807678,0.4713246822357178,0.30853796005249023,0.17918428778648376,0.90234375,0.9296875,1e-04,23
0.39136049151420593,0.19472543895244598,0.2468838095664978,0.9398834705352783,0.9102224707603455,0.4541289210319519,0.309963583946228,0.1419466733932495,0.90625,0.94140625,1e-04,24
0.3730499744415283,0.1832726150751114,0.23317494988441467,0.9418696761131287,0.9155190587043762,0.5084039568901062,0.34613168239593506,0.1781701147556305,0.90625,0.92578125,1e-04,25
0.3643682301044464,0.17161761224269867,0.2391391396522522,0.9466366767883301,0.9165784120559692,0.5397774577140808,0.3651491701602936,0.2029091864824295,0.91015625,0.93359375,1e-04,26
0.33629974722862244,0.15974204242229462,0.2067776471376419,0.9507415294647217,0.9228019118309021,0.579495906829834,0.39739924669265747,0.2178666740655899,0.8984375,0.9375,1e-04,27
0.3140360414981842,0.14267192780971527,0.19640973210334778,0.9572298526763916,0.9287605881690979,0.5789105892181396,0.35670119524002075,0.29811418056488037,0.90625,0.91015625,1e-04,28
0.3039007782936096,0.13425768911838531,0.19299718737602234,0.9590836763381958,0.9302171468734741,0.5296957492828369,0.3712801933288574,0.17055490612983704,0.90625,0.953125,1e-04,29
0.2862800657749176,0.12037526816129684,0.185537651181221,0.9581567645072937,0.9337923526763916,0.4663164019584656,0.3073948323726654,0.17157912254333496,0.92578125,0.94140625,5e-05,30
0.2779727578163147,0.11369059979915619,0.18231065571308136,0.9623940587043762,0.9361758232116699,0.48312780261039734,0.32429778575897217,0.1714174449443817,0.921875,0.9375,5e-05,31
0.2604405879974365,0.10521286725997925,0.16422425210475922,0.9674258232116699,0.9390890002250671,0.4553004205226898,0.3120974898338318,0.14018523693084717,0.92578125,0.953125,5e-05,32
0.25286608934402466,0.10267219692468643,0.15417443215847015,0.9670286178588867,0.9400159120559692,0.4631003737449646,0.33060625195503235,0.11878467351198196,0.9140625,0.9609375,5e-05,33
0.24339637160301208,0.0919543132185936,0.15669001638889313,0.9711334705352783,0.9451800584793091,0.44874757528305054,0.3080539405345917,0.13520441949367523,0.921875,0.94921875,5e-05,34
0.23027361929416656,0.08903902024030685,0.13629670441150665,0.9723252058029175,0.9506090879440308,0.4413830637931824,0.30406975746154785,0.12846383452415466,0.91015625,0.95703125,5e-05,35
0.22850826382637024,0.08540455996990204,0.14005178213119507,0.9735169410705566,0.9496821761131287,0.39515748620033264,0.2639111876487732,0.11634710431098938,0.9296875,0.9609375,5e-05,36
0.2228039652109146,0.08484011143445969,0.1297924667596817,0.9721928238868713,0.9536546468734741,0.3603857755661011,0.2420024424791336,0.0906427651643753,0.9375,0.97265625,5e-05,37
0.21417805552482605,0.07640733569860458,0.12942713499069214,0.9753707647323608,0.9529925584793091,0.3342507779598236,0.22667191922664642,0.06905312836170197,0.94140625,0.98046875,5e-05,38
0.21760369837284088,0.08011344820261002,0.1288873255252838,0.9753707647323608,0.9555084705352783,0.36648029088974,0.2620794177055359,0.06271974742412567,0.9375,0.98046875,5e-05,39
0.21240322291851044,0.07621297240257263,0.1263117790222168,0.9764300584793091,0.9553760886192322,0.3682924509048462,0.26541510224342346,0.05969893932342529,0.92578125,0.98046875,5e-05,40
0.20056574046611786,0.06967049092054367,0.11574863642454147,0.9781515002250671,0.9592161178588867,0.37028682231903076,0.2568620443344116,0.0808190405368805,0.9296875,0.97265625,5e-05,41
0.2043878436088562,0.07439608126878738,0.11396604031324387,0.975900411605835,0.9576271176338196,0.3924205005168915,0.2898331880569458,0.05917099118232727,0.93359375,0.984375,5e-05,42
0.19487354159355164,0.06272810697555542,0.11830158531665802,0.9814618825912476,0.9594809412956238,0.39175236225128174,0.2937602996826172,0.05000981688499451,0.9375,0.9921875,5e-05,43
0.18907715380191803,0.06470748782157898,0.10277339071035385,0.9789459705352783,0.9614671468734741,0.38638538122177124,0.2895928621292114,0.04762663692235947,0.921875,0.9921875,2.5e-05,44
0.19306933879852295,0.07147962599992752,0.09723108261823654,0.9789459705352783,0.9642478823661804,0.35701990127563477,0.25848111510276794,0.051138900220394135,0.9296875,0.9921875,2.5e-05,45
0.18250387907028198,0.059030357748270035,0.10101452469825745,0.9813294410705566,0.9627913236618042,0.3478603959083557,0.25053003430366516,0.04873491823673248,0.9375,0.98828125,2.5e-05,46
0.18030430376529694,0.057845085859298706,0.09900106489658356,0.9827859997749329,0.9686175584793091,0.3629150390625,0.2656591534614563,0.048603251576423645,0.9296875,0.98828125,2.5e-05,47
0.17939703166484833,0.05596572160720825,0.10096319764852524,0.983712911605835,0.9649099707603455,0.3793235421180725,0.2789311408996582,0.05489376187324524,0.9375,0.98828125,2.5e-05,48
0.18532203137874603,0.058320995420217514,0.10811536759138107,0.9814618825912476,0.9626588821411133,0.36164164543151855,0.262769877910614,0.05186240375041962,0.9375,0.98828125,1.25e-05,49
0.17854556441307068,0.05873854458332062,0.09373824298381805,0.9829184412956238,0.9682203531265259,0.35416924953460693,0.2557086944580078,0.05105051025748253,0.93359375,0.98828125,1.25e-05,50
0.16890142858028412,0.05007098242640495,0.0917954370379448,0.9846398234367371,0.9702065587043762,0.3491338789463043,0.2510159909725189,0.05037514492869377,0.93359375,0.984375,1.25e-05,51
0.17587263882160187,0.054483938962221146,0.09692122787237167,0.9841101765632629,0.9643803238868713,0.3435654640197754,0.24696964025497437,0.04734068736433983,0.94140625,0.9921875,1.25e-05,52
0.17576393485069275,0.05710560828447342,0.0914711132645607,0.9849046468734741,0.9684851765632629,0.34685733914375305,0.25027114152908325,0.04733188822865486,0.94140625,0.98828125,1.25e-05,53
0.16518375277519226,0.04889179393649101,0.08674538135528564,0.9859640002250671,0.9704713821411133,0.34737735986709595,0.2506404519081116,0.04763759672641754,0.94140625,0.98828125,6.25e-06,54
0.1707860380411148,0.05222955346107483,0.09127935022115707,0.9829184412956238,0.9698092937469482,0.3459078073501587,0.24928931891918182,0.047406427562236786,0.94140625,0.9921875,6.25e-06,55
0.1646355837583542,0.0485689677298069,0.0863051787018776,0.984375,0.9695444703102112,0.3448967933654785,0.24891667068004608,0.04613466560840607,0.94140625,0.9921875,6.25e-06,56
0.16650967299938202,0.05114723742008209,0.0849020928144455,0.9833157062530518,0.9710010886192322,0.33721286058425903,0.24110481142997742,0.046396128833293915,0.94140625,0.9921875,6.25e-06,57
0.1652647703886032,0.051509447395801544,0.08169326186180115,0.9826536178588867,0.9698092937469482,0.32871291041374207,0.232960045337677,0.04569106549024582,0.94140625,0.9921875,6.25e-06,58
0.16454941034317017,0.048717740923166275,0.08585118502378464,0.9838453531265259,0.9719279408454895,0.32942506670951843,0.2339717149734497,0.04509714990854263,0.94140625,0.9921875,6.25e-06,59
0.1712142825126648,0.05061463639140129,0.09539235383272171,0.9855667352676392,0.9659692645072937,0.3239555358886719,0.2285194993019104,0.04506794363260269,0.94140625,0.9921875,6.25e-06,60
0.17243750393390656,0.05541015416383743,0.08825328201055527,0.9826536178588867,0.96875,0.3220372200012207,0.22616219520568848,0.04595167562365532,0.94140625,0.9921875,6.25e-06,61
0.16134598851203918,0.047493238002061844,0.08191007375717163,0.9846398234367371,0.9725900292396545,0.3203737735748291,0.22403216361999512,0.046890512108802795,0.9375,0.98828125,6.25e-06,62
0.15862765908241272,0.04620184376835823,0.07906132936477661,0.9860963821411133,0.9729872941970825,0.32371532917022705,0.2277737706899643,0.04609560966491699,0.9375,0.98828125,6.25e-06,63
0.16097334027290344,0.04610437899827957,0.08395323157310486,0.9874205589294434,0.9702065587043762,0.32360872626304626,0.22810500860214233,0.04522577300667763,0.94140625,0.98828125,6.25e-06,64
0.1553596556186676,0.040150441229343414,0.08463949710130692,0.9898040294647217,0.9703390002250671,0.3241795301437378,0.2284221351146698,0.045738592743873596,0.94140625,0.98828125,6.25e-06,65
0.15244869887828827,0.041473835706710815,0.076176218688488,0.9876853823661804,0.9752383232116699,0.3225700855255127,0.22662138938903809,0.04612673819065094,0.9453125,0.984375,6.25e-06,66
0.16259513795375824,0.045213621109724045,0.08899509161710739,0.9859640002250671,0.9704713821411133,0.32788360118865967,0.2313517928123474,0.04729887843132019,0.9453125,0.98046875,6.25e-06,67
0.1566619575023651,0.04802725836634636,0.07150615751743317,0.9862288236618042,0.9755032062530518,0.32512933015823364,0.2285083532333374,0.04748028516769409,0.9453125,0.98046875,3.125e-06,68
0.1540398746728897,0.04389190673828125,0.07453557103872299,0.9866260886192322,0.9725900292396545,0.3245425522327423,0.22777190804481506,0.047782402485609055,0.9453125,0.9765625,3.125e-06,69
0.16036957502365112,0.04617704078555107,0.08262759447097778,0.983712911605835,0.9716631174087524,0.3249658942222595,0.22824257612228394,0.047690633684396744,0.9453125,0.9765625,3.125e-06,70
0.1561916321516037,0.04161539301276207,0.08339791744947433,0.9870232939720154,0.9682203531265259,0.3219606876373291,0.22479774057865143,0.04857277125120163,0.94140625,0.98046875,3.125e-06,71
0.1589045226573944,0.043577857315540314,0.0849018394947052,0.985037088394165,0.9706038236618042,0.32081377506256104,0.22354349493980408,0.048790812492370605,0.94140625,0.98046875,3.125e-06,72
0.159401997923851,0.04774089530110359,0.07757316529750824,0.9854342937469482,0.9725900292396545,0.3210722506046295,0.22371214628219604,0.04897209629416466,0.94140625,0.98046875,1.5625e-06,73
0.1615440398454666,0.04997764900326729,0.07738544046878815,0.9858315587043762,0.9755032062530518,0.3226008713245392,0.2251061648130417,0.04924292862415314,0.9375,0.98046875,1.5625e-06,74
0.1633414477109909,0.04557408392429352,0.08978907018899918,0.984375,0.9688824415206909,0.31903505325317383,0.22162073850631714,0.04908391088247299,0.9375,0.98046875,1.5625e-06,75
0.1569729447364807,0.0442819781601429,0.07963789254426956,0.9863612055778503,0.9733845591545105,0.31727728247642517,0.2199951708316803,0.04882103204727173,0.9375,0.98046875,1.5625e-06,76
0.15954098105430603,0.041766248643398285,0.08980713039636612,0.9882150292396545,0.968087911605835,0.31392449140548706,0.21654385328292847,0.04901976138353348,0.9375,0.98046875,1.5625e-06,77
0.16061240434646606,0.048997633159160614,0.07748876512050629,0.9851694703102112,0.9728548526763916,0.3133985996246338,0.21573637425899506,0.04958462715148926,0.9375,0.98046875,1.5625e-06,78
0.15283304452896118,0.04400315880775452,0.0719207376241684,0.9863612055778503,0.9751059412956238,0.313302218914032,0.2153623104095459,0.050141431391239166,0.9375,0.98046875,1.5625e-06,79
0.15315210819244385,0.04462946206331253,0.07130764424800873,0.9864936470985413,0.9751059412956238,0.3135698437690735,0.21546095609664917,0.05048087239265442,0.9375,0.98046875,1.5625e-06,80
0.15459120273590088,0.04410720244050026,0.07523200660943985,0.9864936470985413,0.9736493825912476,0.3110902011394501,0.21272015571594238,0.05100489780306816,0.9375,0.98046875,1.5625e-06,81
0.158437117934227,0.045254647731781006,0.08063062280416489,0.985037088394165,0.9728548526763916,0.3115132451057434,0.21310585737228394,0.05108138918876648,0.9375,0.98046875,1.5625e-06,82
0.15604250133037567,0.04353966563940048,0.0792732760310173,0.9858315587043762,0.9736493825912476,0.31072503328323364,0.21223114430904388,0.0512562058866024,0.9375,0.98046875,1.5625e-06,83
0.15495960414409637,0.04472574219107628,0.07473703473806381,0.9860963821411133,0.9732521176338196,0.3086557984352112,0.21005016565322876,0.0514814555644989,0.9375,0.98046875,1.5625e-06,84
0.1606336086988449,0.0486595593392849,0.07821906358003616,0.9855667352676392,0.9725900292396545,0.3067547678947449,0.20805887877941132,0.051663585007190704,0.9375,0.98046875,1.5625e-06,85
0.1453065127134323,0.03835901990532875,0.0681675523519516,0.9894067645072937,0.9777542352676392,0.30778759717941284,0.20899829268455505,0.0518520250916481,0.9375,0.98046875,1.5625e-06,86
0.15489499270915985,0.04615721106529236,0.07174993306398392,0.9855667352676392,0.9773569703102112,0.30788928270339966,0.20910072326660156,0.05185231566429138,0.9375,0.98046875,1.5625e-06,87
0.15267863869667053,0.0445261113345623,0.07058103382587433,0.9870232939720154,0.9760328531265259,0.3066716492176056,0.20757418870925903,0.05247177556157112,0.9375,0.98046875,1.5625e-06,88
0.15000174939632416,0.041674789041280746,0.0709315836429596,0.9871557354927063,0.976959764957428,0.3052735924720764,0.20603491365909576,0.05275582894682884,0.9375,0.98046875,1.5625e-06,89
0.1594409942626953,0.048334866762161255,0.07649166136980057,0.9872881174087524,0.9745762944221497,0.3040114939212799,0.20452597737312317,0.05325133726000786,0.9375,0.9765625,1.5625e-06,90
0.16226159036159515,0.0479145310819149,0.08297530561685562,0.984375,0.9704713821411133,0.3046421706676483,0.20517396926879883,0.05321860313415527,0.9375,0.9765625,1.5625e-06,91
0.14907583594322205,0.04050678759813309,0.0714210793375969,0.9880826473236084,0.9773569703102112,0.30560481548309326,0.2060021162033081,0.05348936840891838,0.9375,0.9765625,1.5625e-06,92
0.15725630521774292,0.045249685645103455,0.07829791307449341,0.9860963821411133,0.9743114113807678,0.3047528862953186,0.20521831512451172,0.05335472524166107,0.9375,0.9765625,1.5625e-06,93
0.15127618610858917,0.041632093489170074,0.07357476651668549,0.9867584705352783,0.9753707647323608,0.30446138978004456,0.2049015909433365,0.05340701341629028,0.9375,0.9765625,1.5625e-06,94
0.1593160629272461,0.04442784562706947,0.08406487107276917,0.9846398234367371,0.9715307354927063,0.30070292949676514,0.20114600658416748,0.05340336263179779,0.9375,0.9765625,1.5625e-06,95
0.16312269866466522,0.05243686959147453,0.07566236704587936,0.9835805296897888,0.9736493825912476,0.2983502447605133,0.19874879717826843,0.05349472165107727,0.9375,0.9765625,1.5625e-06,96
0.15225180983543396,0.0446782149374485,0.06943994015455246,0.9863612055778503,0.9776217937469482,0.2987712323665619,0.19903987646102905,0.053756311535835266,0.9375,0.9765625,1.5625e-06,97
0.16027145087718964,0.0498141311109066,0.0752091184258461,0.9835805296897888,0.9743114113807678,0.29807788133621216,0.1982651948928833,0.05392087250947952,0.9375,0.9765625,1.5625e-06,98
0.14905939996242523,0.03761812672019005,0.07717902958393097,0.9890095591545105,0.9744438529014587,0.2978709936141968,0.19816240668296814,0.05371466651558876,0.9375,0.9765625,1.5625e-06,99
