loss,accuracy,val_loss,val_accuracy,lr,epoch
3.9088282585144043,0.09536714106798172,3.1402177810668945,0.2075471729040146,0.001,0
3.0740482807159424,0.2575816214084625,2.5262889862060547,0.35849055647850037,0.001,1
2.6557199954986572,0.37966188788414,2.302659749984741,0.44905659556388855,0.001,2
2.37575364112854,0.4890953600406647,1.8676552772521973,0.645283043384552,0.001,3
2.1991682052612305,0.5492321848869324,1.7503560781478882,0.6641509532928467,0.001,4
2.0545144081115723,0.6058846116065979,1.488571047782898,0.7811321020126343,0.001,5
1.9414362907409668,0.6513098478317261,1.46476411819458,0.8188679218292236,0.001,6
1.8671627044677734,0.6809911131858826,1.4162794351577759,0.8339622616767883,0.001,7
1.7823060750961304,0.7093818783760071,1.3146260976791382,0.8641509413719177,0.001,8
1.723060131072998,0.7260291576385498,1.2427585124969482,0.8905660510063171,0.001,9
1.6699893474578857,0.7473222613334656,1.2381092309951782,0.9094339609146118,0.001,10
1.6278936862945557,0.761904776096344,1.1974700689315796,0.9018868207931519,0.001,11
1.5966967344284058,0.770163893699646,1.284071445465088,0.8754717111587524,0.001,12
1.5671402215957642,0.782294511795044,1.178084135055542,0.9018868207931519,0.001,13
1.5405895709991455,0.7948122620582581,1.1606762409210205,0.9056603908538818,0.001,14
1.4981951713562012,0.8090075850486755,1.146693229675293,0.9056603908538818,0.001,15
1.4728401899337769,0.8198477029800415,1.133341908454895,0.9169811606407166,0.001,16
1.4557985067367554,0.8194605708122253,1.1496140956878662,0.8943396210670471,0.001,17
1.4339268207550049,0.8293973207473755,1.1286594867706299,0.9207547307014465,0.001,18
1.3979593515396118,0.8438507914543152,1.0844138860702515,0.9396226406097412,0.001,19
1.383233666419983,0.8501741886138916,1.0775563716888428,0.9207547307014465,0.001,20
1.3791394233703613,0.8509485125541687,1.082634449005127,0.9207547307014465,0.001,21
1.3416252136230469,0.8629500865936279,1.0734596252441406,0.9245283007621765,0.001,22
1.3340376615524292,0.8674667477607727,1.076937198638916,0.9245283007621765,0.001,23
1.3214125633239746,0.8727577924728394,1.0731176137924194,0.9358490705490112,0.001,24
1.3135572671890259,0.8748225569725037,1.0894732475280762,0.9320755004882812,0.001,25
1.2935693264007568,0.8776616454124451,1.0461125373840332,0.9396226406097412,0.001,26
1.2813441753387451,0.8850173950195312,1.0427991151809692,0.9358490705490112,0.001,27
1.2644902467727661,0.8937927484512329,1.0245451927185059,0.9547169804573059,0.001,28
1.2525807619094849,0.8895341157913208,1.0665537118911743,0.9245283007621765,0.001,29
1.2526136636734009,0.893276572227478,1.0866273641586304,0.9094339609146118,0.001,30
1.233799695968628,0.8994709253311157,1.0313608646392822,0.9433962106704712,0.001,31
1.2301676273345947,0.90153568983078,1.0359528064727783,0.9320755004882812,0.001,32
1.2122433185577393,0.9099238514900208,1.02012038230896,0.947169840335846,0.0005,33
1.2002114057540894,0.9127629399299622,1.0193696022033691,0.9547169804573059,0.0005,34
1.1879652738571167,0.9162472486495972,1.0145281553268433,0.9396226406097412,0.0005,35
1.172999620437622,0.9189572930335999,1.0237728357315063,0.9433962106704712,0.0005,36
1.1790341138839722,0.916763424873352,1.0227769613265991,0.9320755004882812,0.0005,37
1.163833737373352,0.9229577779769897,1.0117923021316528,0.9358490705490112,0.0005,38
1.1608996391296387,0.925409734249115,1.0106921195983887,0.9320755004882812,0.0005,39
1.169577717781067,0.9221835136413574,1.0097790956497192,0.9396226406097412,0.0005,40
1.1581273078918457,0.9257968664169312,1.0002528429031372,0.947169840335846,0.0005,41
1.143652081489563,0.9294102191925049,1.0100913047790527,0.9433962106704712,0.0005,42
1.1465483903884888,0.927603542804718,1.0251044034957886,0.9283018708229065,0.0005,43
1.1379235982894897,0.931475043296814,1.0131049156188965,0.9584905505180359,0.0005,44
1.1375572681427002,0.9337978959083557,1.0143061876296997,0.9509434103965759,0.0005,45
1.1300591230392456,0.9361208081245422,1.0150498151779175,0.9433962106704712,0.00025,46
1.123390555381775,0.9379274845123291,1.0117149353027344,0.947169840335846,0.00025,47
1.1192066669464111,0.9402503371238708,1.0062737464904785,0.9396226406097412,0.00025,48
1.1190470457077026,0.9396051168441772,1.0092436075210571,0.9358490705490112,0.00025,49
