epoch,loss,lr,num_output_accuracy,num_output_loss,suit_output_accuracy,suit_output_loss,val_loss,val_num_output_accuracy,val_num_output_loss,val_suit_output_accuracy,val_suit_output_loss
13,2.8194162845611572,1e-04,0.31355932354927063,2.108454465866089,0.5754767060279846,1.1050710678100586,2.2997941970825195,0.37890625,1.7477200031280518,0.765625,0.7873263359069824
14,2.7547624111175537,1e-04,0.32838982343673706,2.0601067543029785,0.5962659120559692,1.0725183486938477,2.2593679428100586,0.4140625,1.7151789665222168,0.79296875,0.7716182470321655
15,2.7205023765563965,1e-04,0.339645117521286,2.033813714981079,0.5990465879440308,1.0566507577896118,2.2812299728393555,0.37109375,1.7428719997406006,0.7890625,0.7600216865539551
16,2.6737208366394043,1e-04,0.35169491171836853,2.0011532306671143,0.6181144118309021,1.028471827507019,2.259758234024048,0.39453125,1.7273766994476318,0.78515625,0.748135507106781
17,2.6233296394348145,1e-04,0.37010064721107483,1.9583243131637573,0.6304290294647217,1.0134164094924927,2.201620101928711,0.421875,1.6753299236297607,0.796875,0.736021876335144
18,2.5840871334075928,1e-04,0.38360700011253357,1.9263619184494019,0.6457892060279846,0.9989297986030579,2.127634048461914,0.49609375,1.6138430833816528,0.8203125,0.7111011743545532
19,2.5492727756500244,1e-04,0.39949682354927063,1.898926019668579,0.6493644118309021,0.9842531085014343,2.165134906768799,0.47265625,1.6527578830718994,0.80859375,0.7083560228347778
20,2.5219290256500244,1e-04,0.41300317645072937,1.8796168565750122,0.655852735042572,0.9682652950286865,2.1298224925994873,0.484375,1.6223359107971191,0.8203125,0.6986572742462158
21,2.4880292415618896,1e-04,0.42200741171836853,1.8472257852554321,0.6664459705352783,0.9653350710868835,2.0557308197021484,0.55859375,1.5552089214324951,0.8203125,0.6848170757293701
22,2.437839984893799,1e-04,0.4429290294647217,1.8087873458862305,0.679025411605835,0.9419240951538086,2.1274638175964355,0.484375,1.6281590461730957,0.8125,0.6824727654457092
23,2.3968465328216553,1e-04,0.46980932354927063,1.7717970609664917,0.6806144118309021,0.9340089559555054,2.013521194458008,0.5703125,1.523078203201294,0.82421875,0.6648445129394531
24,2.3614654541015625,1e-04,0.47219279408454895,1.7437342405319214,0.6867055296897888,0.9194694757461548,2.0098397731781006,0.53515625,1.5243909358978271,0.83203125,0.6549550294876099
25,2.333465576171875,1e-04,0.49205508828163147,1.7245845794677734,0.6986228823661804,0.9018674492835999,1.9503026008605957,0.578125,1.4715335369110107,0.8359375,0.641692578792572
26,2.290458917617798,1e-04,0.5052965879440308,1.6909738779067993,0.7088188529014587,0.8831756711006165,1.89229154586792,0.6328125,1.4174073934555054,0.8359375,0.6340272426605225
27,2.2601044178009033,1e-04,0.5115201473236084,1.6656922101974487,0.7159692645072937,0.8731341361999512,1.882979154586792,0.609375,1.4115698337554932,0.859375,0.6271814107894897
28,2.2317559719085693,1e-04,0.5296609997749329,1.6420502662658691,0.7266949415206909,0.863826334476471,1.8278734683990479,0.66015625,1.3641624450683594,0.859375,0.6118937730789185
29,2.2073419094085693,1e-04,0.5349576473236084,1.6271549463272095,0.7409957647323608,0.8449015021324158,1.7755407094955444,0.703125,1.317516803741455,0.8671875,0.600635290145874
30,2.1888742446899414,1e-04,0.5581303238868713,1.6033329963684082,0.7301377058029175,0.8557273745536804,1.7662124633789062,0.7109375,1.309370756149292,0.86328125,0.5983878374099731
31,2.144537925720215,1e-04,0.5741525292396545,1.5643144845962524,0.7400688529014587,0.8452104330062866,1.7415969371795654,0.69921875,1.2916479110717773,0.87109375,0.5847234725952148
32,2.1089179515838623,1e-04,0.577462911605835,1.5430704355239868,0.7510592937469482,0.8165838122367859,1.7366957664489746,0.70703125,1.2872416973114014,0.875,0.5838634967803955
33,2.097541332244873,1e-04,0.5905720591545105,1.5318467617034912,0.7501324415206909,0.816409170627594,1.7790417671203613,0.63671875,1.331099510192871,0.875,0.5809694528579712
34,2.0558366775512695,1e-04,0.6109640002250671,1.497322916984558,0.7601959705352783,0.8021776676177979,1.6594414710998535,0.71875,1.2132662534713745,0.875,0.577567994594574
35,2.0271360874176025,1e-04,0.6231461763381958,1.4736781120300293,0.7725105881690979,0.792199432849884,1.6520674228668213,0.703125,1.2084616422653198,0.88671875,0.5725654363632202
36,2.006648540496826,1e-04,0.6280455589294434,1.4591044187545776,0.773040235042572,0.7805108428001404,1.5965256690979004,0.75,1.1581791639328003,0.87890625,0.5621867775917053
37,1.963457703590393,1e-04,0.6476430296897888,1.4180783033370972,0.7774099707603455,0.7763211727142334,1.5691702365875244,0.734375,1.13602614402771,0.8984375,0.5519229173660278
38,1.9453628063201904,1e-04,0.6536017060279846,1.4046549797058105,0.7832362055778503,0.7671232223510742,1.5195918083190918,0.796875,1.0884010791778564,0.90625,0.5481638312339783
39,1.9144654273986816,1e-04,0.6663135886192322,1.378480076789856,0.7948887944221497,0.7578294277191162,1.5948072671890259,0.73828125,1.1654413938522339,0.91015625,0.5446691513061523
40,1.8903597593307495,1e-04,0.6749205589294434,1.3592227697372437,0.8013771176338196,0.7482869029045105,1.596012830734253,0.75390625,1.1659572124481201,0.8984375,0.5462036728858948
41,1.857552170753479,1e-04,0.6901482939720154,1.3328824043273926,0.8105137944221497,0.7355097532272339,1.4810118675231934,0.81640625,1.05116605758667,0.8984375,0.5459425449371338
42,1.8270533084869385,1e-04,0.7045815587043762,1.3068572282791138,0.8132944703102112,0.7267218828201294,1.49875807762146,0.796875,1.0704219341278076,0.90625,0.5430872440338135
43,1.820364236831665,1e-04,0.7110699415206909,1.2980482578277588,0.8126324415206909,0.7311304211616516,1.4618594646453857,0.80859375,1.040334939956665,0.9375,0.5296347737312317
44,1.7855058908462524,1e-04,0.7220603823661804,1.2668218612670898,0.8159428238868713,0.7240377068519592,1.4314923286437988,0.82421875,1.01280677318573,0.921875,0.5241272449493408
45,1.7697070837020874,1e-04,0.7264300584793091,1.2570050954818726,0.8192532062530518,0.7122464776039124,1.4576255083084106,0.796875,1.045893669128418,0.94140625,0.5103950500488281
46,1.7374831438064575,1e-04,0.7372881174087524,1.2286264896392822,0.8283898234367371,0.7047332525253296,1.392534613609314,0.82421875,0.9813227653503418,0.94140625,0.5095332860946655
47,1.7156563997268677,1e-04,0.7527807354927063,1.2141050100326538,0.8396451473236084,0.6903038620948792,1.3545937538146973,0.828125,0.9486147165298462,0.9453125,0.49925386905670166
48,1.7040601968765259,1e-04,0.7543696761131287,1.2007296085357666,0.8373940587043762,0.6940498352050781,1.3487672805786133,0.8515625,0.9444015026092529,0.94140625,0.4962155818939209
49,1.6776841878890991,1e-04,0.7684057354927063,1.1810131072998047,0.8467955589294434,0.6809197664260864,1.3791658878326416,0.84765625,0.9801561832427979,0.9609375,0.48569759726524353
50,1.6450947523117065,5e-05,0.7793961763381958,1.1497461795806885,0.8454713821411133,0.6784262657165527,1.3148632049560547,0.87109375,0.9173132181167603,0.953125,0.482883095741272
51,1.6241146326065063,5e-05,0.7858845591545105,1.1356236934661865,0.8526217937469482,0.6648188233375549,1.2980440855026245,0.8828125,0.8998504877090454,0.95703125,0.4842805862426758
52,1.61256742477417,5e-05,0.7914459705352783,1.124589443206787,0.8577859997749329,0.6639045476913452,1.2828826904296875,0.890625,0.8856568932533264,0.94921875,0.482455849647522
53,1.6294718980789185,5e-05,0.7788665294647217,1.1376081705093384,0.8473252058029175,0.6717875599861145,1.2784730195999146,0.88671875,0.8821842670440674,0.94921875,0.48069486021995544
54,1.6038910150527954,5e-05,0.7929025292396545,1.1168901920318604,0.8530190587043762,0.6621757745742798,1.2641346454620361,0.890625,0.8700467348098755,0.953125,0.4764080047607422
55,1.5814869403839111,5e-05,0.8082627058029175,1.0970404148101807,0.8610963821411133,0.6571815013885498,1.2637264728546143,0.875,0.8690690994262695,0.94921875,0.4776649475097656
56,1.577221393585205,5e-05,0.8027012944221497,1.098718285560608,0.8711599707603455,0.645416259765625,1.247758388519287,0.88671875,0.8569746017456055,0.953125,0.4700385630130768
57,1.5583323240280151,5e-05,0.8064088821411133,1.0833579301834106,0.8699682354927063,0.6384807229042053,1.2596838474273682,0.87890625,0.8690782785415649,0.94921875,0.46980369091033936
58,1.5465630292892456,5e-05,0.8212394118309021,1.0711405277252197,0.8679819703102112,0.6394981741905212,1.2257522344589233,0.89453125,0.8378763198852539,0.94921875,0.4644688069820404
59,1.536881446838379,5e-05,0.8217690587043762,1.0616077184677124,0.8732786178588867,0.639327883720398,1.2123022079467773,0.89453125,0.8252458572387695,0.95703125,0.4629582166671753
60,1.5250983238220215,5e-05,0.8242849707603455,1.0513229370117188,0.8740730881690979,0.6364597678184509,1.1843587160110474,0.91015625,0.8007971048355103,0.953125,0.45609787106513977
61,1.5353974103927612,5e-05,0.8183262944221497,1.0646804571151733,0.875662088394165,0.6304727792739868,1.184868574142456,0.91015625,0.8024889826774597,0.9609375,0.45386433601379395
62,1.5075138807296753,5e-05,0.8338188529014587,1.0357694625854492,0.875397264957428,0.6326602101325989,1.2032313346862793,0.90625,0.8218675851821899,0.9609375,0.4519672095775604
63,1.4994198083877563,5e-05,0.8303760886192322,1.034070372581482,0.883474588394165,0.6200053691864014,1.1705305576324463,0.9140625,0.7896634340286255,0.94921875,0.45111170411109924
64,1.5001887083053589,5e-05,0.8343484997749329,1.0343735218048096,0.882415235042572,0.6210770010948181,1.1710553169250488,0.921875,0.7907428741455078,0.95703125,0.45014387369155884
65,1.4851655960083008,5e-05,0.8393803238868713,1.0179753303527832,0.8812234997749329,0.6239694952964783,1.1600697040557861,0.9140625,0.7780047655105591,0.95703125,0.4537900686264038
66,1.4763263463974,5e-05,0.8445444703102112,1.0134493112564087,0.8879767060279846,0.6154851317405701,1.1792402267456055,0.91796875,0.7952132225036621,0.953125,0.4578581154346466
67,1.4751806259155273,5e-05,0.8388506174087524,1.0126018524169922,0.8865201473236084,0.6150335669517517,1.175149917602539,0.91015625,0.7940791845321655,0.953125,0.45209193229675293
68,1.4639073610305786,5e-05,0.8421609997749329,1.00642728805542,0.8919491767883301,0.6049837470054626,1.1547596454620361,0.921875,0.778994619846344,0.953125,0.44162866473197937
69,1.443327784538269,5e-05,0.851165235042572,0.9882296919822693,0.8918167352676392,0.600369930267334,1.1524691581726074,0.9296875,0.7737621068954468,0.94921875,0.4476654529571533
70,1.4299159049987793,5e-05,0.8596398234367371,0.9720436930656433,0.8928760886192322,0.6060707569122314,1.1522464752197266,0.9375,0.7728657722473145,0.9453125,0.4491664171218872
71,1.4444849491119385,5e-05,0.8540784120559692,0.9893012642860413,0.8930084705352783,0.6008491516113281,1.1386873722076416,0.92578125,0.7638494372367859,0.94921875,0.4402376413345337
72,1.428286075592041,5e-05,0.8577859997749329,0.9750585556030273,0.8964512944221497,0.5970940589904785,1.1454296112060547,0.93359375,0.7695175409317017,0.95703125,0.4425436556339264
73,1.411118984222412,5e-05,0.8637446761131287,0.9566336274147034,0.8984375,0.5997704863548279,1.1382575035095215,0.9375,0.7637463808059692,0.95703125,0.4399046301841736
74,1.4235403537750244,5e-05,0.8622881174087524,0.9679872989654541,0.8945974707603455,0.6020688414573669,1.1345444917678833,0.9375,0.7597521543502808,0.95703125,0.4406316578388214
75,1.3891249895095825,5e-05,0.8720868825912476,0.9414456486701965,0.8975105881690979,0.5864883661270142,1.1285154819488525,0.9375,0.750130832195282,0.94921875,0.44798409938812256
76,1.3740826845169067,5e-05,0.874337911605835,0.9262210130691528,0.9042637944221497,0.5870211124420166,1.1537015438079834,0.9140625,0.7813488245010376,0.95703125,0.4360904097557068
77,1.3922560214996338,5e-05,0.8685116767883301,0.9470388889312744,0.9032044410705566,0.581904947757721,1.1303298473358154,0.9375,0.7563176155090332,0.9609375,0.4395821690559387
78,1.3797930479049683,5e-05,0.8765890002250671,0.9314665198326111,0.9013506174087524,0.5882973074913025,1.1217299699783325,0.9375,0.7497742176055908,0.9609375,0.43564534187316895
79,1.3542357683181763,5e-05,0.8842690587043762,0.9114342927932739,0.9078390002250671,0.5774239301681519,1.1072478294372559,0.9453125,0.7407723665237427,0.96484375,0.42486363649368286
80,1.3695099353790283,5e-05,0.8775159120559692,0.928605318069458,0.9107521176338196,0.5738097429275513,1.1023435592651367,0.94921875,0.7383222579956055,0.96875,0.42013514041900635
81,1.357799768447876,5e-05,0.8818855881690979,0.917734682559967,0.9108845591545105,0.572311520576477,1.0869674682617188,0.9453125,0.7214996814727783,0.9609375,0.4232090711593628
82,1.338685154914856,5e-05,0.8908898234367371,0.9012904763221741,0.913400411605835,0.5671552419662476,1.092940092086792,0.94921875,0.7257614135742188,0.96484375,0.4268174171447754
83,1.3415484428405762,5e-05,0.890227735042572,0.901112973690033,0.9099576473236084,0.573423445224762,1.0804712772369385,0.953125,0.712012529373169,0.9609375,0.42956647276878357
84,1.3231512308120728,5e-05,0.8953919410705566,0.8845860362052917,0.9169756174087524,0.5698717832565308,1.0722635984420776,0.95703125,0.7072854042053223,0.96875,0.4227960407733917
85,1.3147644996643066,5e-05,0.8996292352676392,0.8807328343391418,0.9198887944221497,0.5609975457191467,1.0697269439697266,0.9609375,0.7044864892959595,0.96484375,0.42351365089416504
86,1.309652328491211,5e-05,0.9005561470985413,0.8776001334190369,0.9163135886192322,0.5572346448898315,1.0892958641052246,0.94921875,0.7276809215545654,0.96875,0.4164612591266632
87,1.300324559211731,5e-05,0.9065148234367371,0.8625637888908386,0.9116790294647217,0.5688504576683044,1.0555791854858398,0.96875,0.6930193901062012,0.97265625,0.4185495376586914
88,1.2957366704940796,5e-05,0.9057203531265259,0.8649582266807556,0.9167107939720154,0.5550863742828369,1.0631237030029297,0.94921875,0.7026205658912659,0.98046875,0.41463756561279297
