loss,accuracy,val_loss,val_accuracy,epoch
2.090867280960083,0.4697009325027466,8.608305931091309,0.30188679695129395,0
1.3358477354049683,0.6259181499481201,15.802940368652344,0.1622641533613205,1
1.1588656902313232,0.6623819470405579,16.7211856842041,0.10943396389484406,2
0.9590029716491699,0.7194386124610901,12.255481719970703,0.09433962404727936,3
0.8812777996063232,0.7442287802696228,10.090743064880371,0.17358490824699402,4
0.7961987257003784,0.7656086087226868,12.27971363067627,0.18490566313266754,5
0.7116089463233948,0.7896117568016052,10.613241195678711,0.1924528330564499,6
0.6632266640663147,0.798399806022644,14.394933700561523,0.16603773832321167,7
0.5897077918052673,0.8218782544136047,9.551163673400879,0.26037734746932983,8
0.5542502403259277,0.8292235136032104,8.969615936279297,0.22641509771347046,9
0.5350463390350342,0.8393231630325317,7.492160320281982,0.3396226465702057,10
0.5205761194229126,0.8437827825546265,7.0436506271362305,0.37358489632606506,11
0.4334414005279541,0.8652938008308411,3.824192762374878,0.5433962345123291,12
0.4299068748950958,0.8692287802696228,6.307162284851074,0.39245283603668213,13
0.441840797662735,0.8679171204566956,6.431593894958496,0.38867923617362976,14
0.5076372027397156,0.8407660126686096,2.8887779712677,0.6226415038108826,15
0.4186086356639862,0.8690975904464722,2.4178433418273926,0.6377358436584473,16
0.35505831241607666,0.8900839686393738,1.8843872547149658,0.7169811129570007,17
0.3537648618221283,0.8903462886810303,3.0908360481262207,0.5698113441467285,18
0.32798877358436584,0.8975603580474854,1.6553694009780884,0.7396226525306702,19
0.34394198656082153,0.8942812085151672,2.6994800567626953,0.6339622735977173,20
0.29444947838783264,0.9068730473518372,4.0178070068359375,0.6641509532928467,21
0.3005847632884979,0.913824737071991,1.4206206798553467,0.8037735819816589,22
0.31529292464256287,0.9003148078918457,2.4451544284820557,0.7433962225914001,23
0.31801193952560425,0.9004459381103516,2.7414419651031494,0.6943396329879761,24
0.30325576663017273,0.9110702872276306,2.874307870864868,0.6679245233535767,25
0.28465017676353455,0.9129065871238708,3.1417224407196045,0.7283018827438354,26
0.295517235994339,0.912775456905365,3.8533003330230713,0.5886792540550232,27
0.2556244134902954,0.9252361059188843,2.153892755508423,0.7849056720733643,28
0.24762658774852753,0.9240556359291077,2.0376975536346436,0.7660377621650696,29
0.2446095198392868,0.926810085773468,2.418182611465454,0.7396226525306702,30
0.2685546576976776,0.9227439761161804,1.7984278202056885,0.7698113322257996,31
0.22080054879188538,0.9321878552436829,2.1850550174713135,0.7396226525306702,32
0.21253199875354767,0.9334994554519653,1.5746026039123535,0.7924528121948242,33
0.2758585512638092,0.9159234166145325,9.985350608825684,0.4830188751220703,34
0.22293666005134583,0.9306138753890991,7.007477283477783,0.5962263941764832,35
0.2394092082977295,0.929695725440979,2.632716655731201,0.7584905624389648,36
0.2189418524503708,0.9320566654205322,1.686293125152588,0.7924528121948242,37
0.1887136697769165,0.9430745244026184,2.1152408123016357,0.800000011920929,38
0.19450731575489044,0.9400576949119568,2.2445216178894043,0.7849056720733643,39
0.1930166482925415,0.9456977844238281,1.4342879056930542,0.796226441860199,40
0.26814568042755127,0.9189401865005493,1.5374842882156372,0.7924528121948242,41
0.18827325105667114,0.943730354309082,1.0557926893234253,0.852830171585083,42
0.1678604781627655,0.9508132338523865,0.9761279821395874,0.849056601524353,43
0.18168561160564423,0.943730354309082,1.5165678262710571,0.7849056720733643,44
0.17296181619167328,0.9472717642784119,1.2389191389083862,0.8603773713111877,45
0.18220821022987366,0.9438614845275879,0.9905338883399963,0.8603773713111877,46
0.16126304864883423,0.9493703842163086,1.9795438051223755,0.7849056720733643,47
0.14292705059051514,0.9536988735198975,0.8643929362297058,0.8264151215553284,48
0.17617301642894745,0.9487146139144897,0.8710399270057678,0.845283031463623,49
0.1464618742465973,0.9563221335411072,1.8304961919784546,0.796226441860199,50
0.1500479280948639,0.9535676836967468,1.6864222288131714,0.796226441860199,51
0.1567937731742859,0.9530430436134338,1.8046503067016602,0.800000011920929,52
0.12776973843574524,0.9609128832817078,1.0111807584762573,0.8603773713111877,53
0.12537898123264313,0.9605194330215454,0.9737184643745422,0.8679245114326477,54
0.13856476545333862,0.9569779634475708,0.9031754732131958,0.845283031463623,55
0.1352333426475525,0.9598636031150818,1.1521276235580444,0.8150943517684937,56
0.13179926574230194,0.9607817530632019,0.9609178304672241,0.8415094614028931,57
0.13907507061958313,0.9580273032188416,0.8275297284126282,0.8716981410980225,58
0.14795321226119995,0.9564533233642578,1.1225731372833252,0.8415094614028931,59
0.12583424150943756,0.961699903011322,1.0337997674942017,0.8679245114326477,60
0.1278919130563736,0.9602570533752441,1.424298644065857,0.8377358317375183,61
0.1468900591135025,0.9546170234680176,1.303088665008545,0.845283031463623,62
0.12560522556304932,0.9624868631362915,1.0770504474639893,0.845283031463623,63
0.10497725009918213,0.9668152928352356,1.3862407207489014,0.8301886916160583,64
0.12422915548086166,0.9626180529594421,1.0544148683547974,0.8641509413719177,65
0.14428555965423584,0.9563221335411072,0.8372116088867188,0.8905660510063171,66
0.12531036138534546,0.9662906527519226,1.315023422241211,0.8377358317375183,67
0.11452913284301758,0.9655036926269531,1.945025086402893,0.7924528121948242,68
0.10555032640695572,0.9673399925231934,1.384748101234436,0.8075471520423889,69
0.1248648539185524,0.9627492427825928,1.1023279428482056,0.849056601524353,70
0.13318930566310883,0.961175262928009,1.0404757261276245,0.8867924809455872,71
0.13110791146755219,0.9596012830734253,1.4210697412490845,0.8377358317375183,72
0.12171311676502228,0.9635362029075623,1.0718692541122437,0.8566038012504578,73
0.11350515484809875,0.9643231630325317,0.9735473394393921,0.8716981410980225,74
0.11000188440084457,0.965634822845459,0.8137730360031128,0.8754717111587524,75
0.1325882226228714,0.958814263343811,1.7618916034698486,0.8075471520423889,76
0.13259880244731903,0.9639297127723694,2.2323575019836426,0.7660377621650696,77
0.1355610489845276,0.9630115628242493,1.4274678230285645,0.8415094614028931,78
0.10654705762863159,0.965634822845459,2.153132200241089,0.8301886916160583,79
0.08984749764204025,0.9724553823471069,1.133230209350586,0.8679245114326477,80
0.11091236025094986,0.9670776724815369,1.059086561203003,0.8641509413719177,81
0.1450706273317337,0.9613063931465149,0.9017422199249268,0.8830188512802124,82
0.11283202469348907,0.967995822429657,1.0799882411956787,0.8716981410980225,83
0.10222003608942032,0.9702256321907043,0.9194572567939758,0.8830188512802124,84
0.08212277293205261,0.9736359119415283,0.9734010100364685,0.852830171585083,85
0.08941725641489029,0.9731112122535706,0.91837477684021,0.8830188512802124,86
